ref_area.label;source.label;indicator.label;sex.label;time;obs_value_NEET;obs_status.label;note_indicator.label;note_source.label
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;10.394;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;12.701;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;13.206;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;12.183;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;12.618;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;13.166;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;12.056;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;13.082;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;14.13;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;12.01;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;13.425;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;14.301;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;12.525;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;13.94;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;14.337;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;13.535;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;13.967;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;14.79;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;13.133;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;12.802;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;13.459;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;12.122;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;11.809;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;12.521;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;11.07;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;11.41;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;12.287;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;10.49;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;12.607;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;13.264;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;11.916;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;12.335;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;12.508;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;12.155;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;12.333;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;11.659;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;13.037;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;12.261;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;12.255;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;12.267;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;12.692;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;12.252;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;13.15;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;12.895;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;11.722;;;Repository: ILO-STATISTICS - Micro data processing
United Kingdom of Great Britain and Northern Ireland;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;14.105;;;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;24.906;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;23.575;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;26.366;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;25.998;;;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;23.33;;;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;29.061;;;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;26.851;;;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;23.229;;;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;30.988;;;Repository: ILO-STATISTICS - Micro data processing
Georgia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;24.758;;;Repository: ILO-STATISTICS - Micro data processing
